ClosestWorldIntersection_worldPoint_x,ClosestWorldIntersection_worldPoint_y,ClosestWorldIntersection_worldPoint_z
-0.21454763907435,0.109979547740087,-0.389758914591901
-0.219726438989358,0.115995020637735,-0.38578551370295
-0.214636498128083,0.109147603256511,-0.389298183571825
-0.251957950172662,0.118898732521445,-0.35551107187446
-0.210597913411765,0.120753545704931,-0.400518580305382
-0.211028608703558,0.123201904323807,-0.401283574453358
-0.223775788116982,0.120491024293154,-0.383021186037665
-0.217344777368737,0.113492095993988,-0.387646435717987
-0.22125553009821,0.102220078701673,-0.378654853129277
-0.215135492123857,0.096326552199257,-0.38420851851311
-0.221658250846555,0.102148565931524,-0.378169861918174
-0.223149847722387,0.104903437263753,-0.377384332439999
-0.220908317177099,0.0965886680479673,-0.377376313178293
-0.219197216698944,0.0978093553537234,-0.379704291220401
-0.213304843090397,0.103993986092047,-0.389057067719976
-0.224135044105702,0.108316258739753,-0.377480440810602
-0.227265125384773,0.102629906019396,-0.372173532855666
-0.230621819555165,0.108677402139612,-0.37069759906005
-0.228302412857288,0.109852342274476,-0.37351727592487
-0.224037355953805,0.105717545262286,-0.376668986895475
-0.234409589137755,0.120122263836087,-0.371390342442626
-0.232023272065843,0.112058474478917,-0.370506746729597
-0.226044683041621,0.125320863382672,-0.382796119678016
-0.222452096520462,0.121283757818519,-0.384977131122767
-0.226593067268771,0.12579184247662,-0.382411546848964
-0.235635598371391,0.122562390126619,-0.371264932680825
-0.240326892070799,0.121631161539482,-0.366404503819598
-0.224748533323991,0.117706284870169,-0.380604147148556
-0.232389133150301,0.118389703912668,-0.372672441608617
-0.235472114629534,0.123411955584237,-0.371814750698743
-0.233397101078399,0.120443372452677,-0.372544285076794
-0.234302946504579,0.119842969756046,-0.371374749069575
-0.237322445351307,0.124615319328589,-0.370566452994647
-0.235810555895439,0.124379288641339,-0.371930988933671
-0.233341828396438,0.13435416031273,-0.379657832427771
-0.234153351781457,0.133520442819089,-0.378325345007076
-0.228242107528882,0.132862813863715,-0.384431848791466
-0.231978911992086,0.134750887524693,-0.381357538903252
-0.229077588047822,0.136765579785015,-0.385833603860952
-0.235798763236877,0.130328824314119,-0.374897976381903
-0.239740173824545,0.123813648426638,-0.367908868332928
-0.236998234770171,0.128242748661068,-0.372635024174028
-0.241293632119184,0.124664040339857,-0.366864445730946
-0.253496594679255,0.126421669122785,-0.357403982110151
-0.240797417645926,0.116565410189596,-0.363903588206383
-0.239621353180288,0.125830134908831,-0.368948490211794
-0.23998622996379,0.121123578197979,-0.366498745608034
-0.241466185081919,0.123223161759544,-0.36606241029063
-0.245083156380879,0.131261760252265,-0.36661516850554
-0.239404027931112,0.125573373582286,-0.369032020208591
-0.234816063161493,0.134768789284276,-0.378342171547738
-0.241937284893015,0.133013770767821,-0.370365146286017
-0.239796877772738,0.121569343881195,-0.366864680438765
-0.233376436253198,0.116927643328752,-0.371064913770178
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
