ClosestWorldIntersection_worldPoint_x,ClosestWorldIntersection_worldPoint_y,ClosestWorldIntersection_worldPoint_z
0.19593593642708,-0.133837424678835,0.0911687414101721
0.20460818211859,-0.118480054981944,0.087890631947135
0.208276695597639,-0.134040312220549,0.091212048798322
NaN,NaN,NaN
0.205292796580871,-0.150121981054865,0.0946447636334589
NaN,NaN,NaN
0.195070313571232,-0.136255169607915,0.0916848214868816
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
0.212127049520604,-0.171814205451246,0.099275080378552
NaN,NaN,NaN
NaN,NaN,NaN
-0.0413739696718081,-0.395541785773165,0.147030881838755
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
-0.273133650859728,0.0319825960901206,-0.33388837886252
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
0.0764287838323138,0.128216278058166,-0.419072792965031
0.0791794279076722,0.155037890447592,-0.407450578936048
0.0720173570144226,0.139229304336143,-0.408983417279155
0.0765795102273615,0.134255070901931,-0.415504522966514
0.13281145728188,0.170916355649823,-0.44171668933309
0.135179364499245,0.176185050332256,-0.437595888372858
0.129203864092923,0.190364845641342,-0.455313940390794
0.109107822295935,0.175738661848471,-0.430218912095023
0.0272431060449201,0.158284373387955,-0.375536435788242
0.0588425280105854,0.178697481588904,-0.385743568784354
0.0766581461974726,0.167674446083044,-0.400891476412845
0.0862734747509607,0.200747127040114,-0.402061774598351
0.0186340682882043,0.169829620024391,-0.369173382871665
0.0614323781768991,0.177393659622822,-0.387628002501162
0.056607647471634,0.170303630034443,-0.386427475172481
0.0559923675075296,0.166996518740365,-0.386978513471439
0.0550298176679321,0.162021332040133,-0.387917443452991
0.0486761665054653,0.184975346090618,-0.378802966199528
0.0610275691236569,0.163405811004167,-0.391161722791951
0.00512242037843696,0.168495749962911,-0.365528284919436
0.0132277497978607,0.188241167091166,-0.363941048582219
0.012995992410429,0.213983984943606,-0.362001519413887
0.0181247619030792,0.20813463836455,-0.363693325676933
0.0290641993926183,0.209873143689355,-0.367504781535101
0.0113281208232406,0.215529765019644,-0.361520976112099
0.0121099095860707,0.210402701900268,-0.361797599610209
0.0124285760649192,0.219744842766804,-0.361892843905975
0.0264510734310788,0.196107040273998,-0.367399880835883
0.0292171714112189,0.222608416432071,-0.367648739868068
0.0429620296477876,0.216636738859303,-0.373423560383037
0.0635696170940568,0.213190430332494,-0.384767490800247
0.0544790783987351,0.216654772076842,-0.379371563014762
0.0748619781344671,0.194362644083347,-0.393741915489422
0.170941683414428,0.186043219157136,-0.383609619076044
0.357939789976059,0.104355815202954,-0.323181473801741
0.467351424013033,0.0696613499531989,-0.300493832392675
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
0.496931117794928,0.0326211002200668,0.232042078537558
0.515288789595689,0.0666159510891909,0.255709418240903
0.495491142876126,0.0515926337375597,0.234003048793301
0.509094144595645,0.050016314327057,0.24681831488537
0.505290033380726,0.0795757404264514,0.248371658942808
0.505092114943273,0.077233944112974,0.247768011100045
0.499245056841883,0.0839483195466929,0.243324577465551
0.511106384082405,0.0744884185409663,0.253072583713616
0.514121589526643,0.0607543032528276,0.253551823696224
0.520792211315561,0.0586926627889243,0.259608811019817
0.521913813272824,0.0593755293017632,0.260808864710961
0.511541176716828,0.0723879037026952,0.253120509709092
0.504943352334954,0.0670516667606523,0.245828443926452
0.54516828434234,0.0740519307673007,0.285781344547614
0.548339942421265,0.0722336228674721,0.288513386499252
0.530849977315551,0.0678815881164416,0.27091089035462
0.550433226605278,0.0577747114838341,0.287977375123549
0.547989788146652,0.0760922273324146,0.288857093606368
0.532211584925761,0.0586684645733577,0.270596087265873
0.544033283367674,0.0671294566179382,0.283467589629404
0.552063538089378,0.0531165596819697,0.288724806216223
0.560302249216394,0.0577956934439258,0.297480355243361
0.567554488206423,0.0571449694828942,0.304346086151132
0.563099720256229,0.0468009298978374,0.298233300245972
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
0.578907146256723,0.120735033669104,0.326492103245096
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
0.608160392990774,-0.0812449817476931,0.319015650376576
0.58344136175071,-0.0850467295790868,0.294552008699821
0.629665783935987,-0.059619409672215,0.343530566336532
0.552165593403853,-0.0675374448557878,0.267537014382877
0.552410459734848,-0.0544185287624507,0.270087172490301
0.58135805473244,-0.0642241200147829,0.296220319955935
0.607999320523326,-0.0597248695717243,0.32265723424693
0.597739664991445,-0.0412108155890902,0.316048244865773
0.59756014405569,-0.0576273627523906,0.312979209233796
0.557493821307317,-0.0576662535952212,0.274407115096248
0.564014627324236,-0.0129329967588334,0.288575549989123
0.577115367409378,-0.0203441297867295,0.299877982116458
0.566163060327868,-0.0105423570253219,0.291065253179961
0.563861005948564,-0.00329063635321342,0.29012880879235
