ClosestWorldIntersection_worldPoint_x,ClosestWorldIntersection_worldPoint_y,ClosestWorldIntersection_worldPoint_z
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
-0.158166239661741,-0.28459672033581,0.123429632461576
-0.137782646638969,-0.241332060740051,0.114185663505414
-0.151265521494093,-0.238534679710859,0.113587972372881
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
-0.151834698260843,-0.227305608691467,0.111188758213342
NaN,NaN,NaN
-0.154464701626787,-0.230311940018137,0.111831093868247
-0.153532517934447,-0.232283343692146,0.112252305881305
-0.15380856273517,-0.226563020335743,0.111030096068033
-0.155314487135994,-0.228112410615247,0.111361140291622
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
-0.159305636987493,-0.229136234674748,0.11157989152903
-0.154915124904211,-0.228847334223966,0.111518164779683
-0.157959198828919,-0.227409054212595,0.111210860483298
-0.167570054203881,-0.225967645445112,0.110902887693861
-0.159457069411233,-0.23015493985073,0.111797549060841
-0.15637897948187,-0.226067490360877,0.110924220654998
-0.155716436978175,-0.227626682942326,0.111257359247888
-0.168058086945297,-0.23185589345696,0.112160976451204
-0.166557710131266,-0.230050200852657,0.111775170425351
NaN,NaN,NaN
-0.155645935594406,-0.228914724564187,0.111532563464863
-0.151521751090391,-0.227562570244192,0.111243660866882
NaN,NaN,NaN
-0.167571689434927,-0.226594687005226,0.11103686199922
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
-0.14800297940279,-0.228260352903964,0.111392749783918
-0.150150368115049,-0.226303318822715,0.110974607991928
NaN,NaN,NaN
NaN,NaN,NaN
-0.154086315955438,-0.229257922827782,0.111605891537339
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
-0.145670202178632,-0.203271767178769,0.106053664422785
-0.151988694223222,-0.203419552146892,0.106085240301812
-0.141900635945738,-0.199527918977693,0.105253750200168
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
-0.113001339328846,-0.278804045142905,0.122191963885037
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
-0.176093771852851,-0.227092822974263,0.111143294211486
-0.168246140994351,-0.228860009050512,0.111520872895364
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
-0.207317311098248,-0.227583321693615,0.111248094641608
-0.263520911261889,-0.295024112517289,0.12565755914631
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
0.053392252231868,-0.247899261222506,0.115588817903389
0.0621876850586762,-0.230391719041477,0.111848139531428
0.061056727130268,-0.226063472013899,0.110923362091102
0.0515131420811415,-0.22128540569951,0.1099024758275
0.0598333979703912,-0.213435254750192,0.108225204993644
NaN,NaN,NaN
NaN,NaN,NaN
0.0515205069483534,-0.222611446030087,0.11018579888528
0.0633296252732114,-0.213913649935371,0.108327419370965
